19:39:01.972675 IP 10.0.0.5.49750 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2022989647, win 29200, options [mss 1460,sackOK,TS val 20875896 ecr 0,nop,wscale 7], length 0
19:59:25.191473 IP 10.0.0.5.37644 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1554253189, win 29200, options [mss 1460,sackOK,TS val 21181701 ecr 0,nop,wscale 7], length 0
19:59:25.386426 IP 10.0.0.5.37645 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 16296356, win 29200, options [mss 1460,sackOK,TS val 21181749 ecr 0,nop,wscale 7], length 0
19:59:25.571527 IP 10.0.0.5.37646 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3518378112, win 29200, options [mss 1460,sackOK,TS val 21181796 ecr 0,nop,wscale 7], length 0
19:59:25.755796 IP 10.0.0.5.37647 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3288597692, win 29200, options [mss 1460,sackOK,TS val 21181842 ecr 0,nop,wscale 7], length 0
19:59:25.939767 IP 10.0.0.5.37648 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2089952945, win 29200, options [mss 1460,sackOK,TS val 21181888 ecr 0,nop,wscale 7], length 0
19:59:26.159527 IP 10.0.0.5.37649 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2448962742, win 29200, options [mss 1460,sackOK,TS val 21181943 ecr 0,nop,wscale 7], length 0
19:59:26.343659 IP 10.0.0.5.37650 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 913609552, win 29200, options [mss 1460,sackOK,TS val 21181989 ecr 0,nop,wscale 7], length 0
19:59:26.531648 IP 10.0.0.5.37651 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2813114092, win 29200, options [mss 1460,sackOK,TS val 21182036 ecr 0,nop,wscale 7], length 0
19:59:26.715531 IP 10.0.0.5.37652 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2681296467, win 29200, options [mss 1460,sackOK,TS val 21182082 ecr 0,nop,wscale 7], length 0
19:59:26.911791 IP 10.0.0.5.37653 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 480890485, win 29200, options [mss 1460,sackOK,TS val 21182131 ecr 0,nop,wscale 7], length 0
19:59:27.099640 IP 10.0.0.5.37654 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 214826195, win 29200, options [mss 1460,sackOK,TS val 21182178 ecr 0,nop,wscale 7], length 0
19:59:27.281011 IP 10.0.0.5.37655 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2914490833, win 29200, options [mss 1460,sackOK,TS val 21182223 ecr 0,nop,wscale 7], length 0
19:59:27.519853 IP 10.0.0.5.37656 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1274748798, win 29200, options [mss 1460,sackOK,TS val 21182283 ecr 0,nop,wscale 7], length 0
19:59:27.702135 IP 10.0.0.5.37657 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 411997810, win 29200, options [mss 1460,sackOK,TS val 21182328 ecr 0,nop,wscale 7], length 0
19:59:27.897218 IP 10.0.0.5.37658 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3086600347, win 29200, options [mss 1460,sackOK,TS val 21182377 ecr 0,nop,wscale 7], length 0
19:59:28.077213 IP 10.0.0.5.37659 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3631443172, win 29200, options [mss 1460,sackOK,TS val 21182422 ecr 0,nop,wscale 7], length 0
19:59:28.260566 IP 10.0.0.5.37660 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2331556709, win 29200, options [mss 1460,sackOK,TS val 21182468 ecr 0,nop,wscale 7], length 0
19:59:28.446929 IP 10.0.0.5.37661 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1286489960, win 29200, options [mss 1460,sackOK,TS val 21182515 ecr 0,nop,wscale 7], length 0
19:59:28.638296 IP 10.0.0.5.37662 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3155800552, win 29200, options [mss 1460,sackOK,TS val 21182562 ecr 0,nop,wscale 7], length 0
19:59:28.821532 IP 10.0.0.5.37663 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3481973468, win 29200, options [mss 1460,sackOK,TS val 21182608 ecr 0,nop,wscale 7], length 0
19:59:29.020354 IP 10.0.0.5.37664 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 774986801, win 29200, options [mss 1460,sackOK,TS val 21182658 ecr 0,nop,wscale 7], length 0
19:59:29.215516 IP 10.0.0.5.37665 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2302571414, win 29200, options [mss 1460,sackOK,TS val 21182707 ecr 0,nop,wscale 7], length 0
19:59:29.397734 IP 10.0.0.5.37666 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2152775833, win 29200, options [mss 1460,sackOK,TS val 21182752 ecr 0,nop,wscale 7], length 0
19:59:29.624776 IP 10.0.0.5.37667 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3610645292, win 29200, options [mss 1460,sackOK,TS val 21182809 ecr 0,nop,wscale 7], length 0
19:59:29.892766 IP 10.0.0.5.37668 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 802454205, win 29200, options [mss 1460,sackOK,TS val 21182876 ecr 0,nop,wscale 7], length 0
19:59:30.070805 IP 10.0.0.5.37669 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3000990432, win 29200, options [mss 1460,sackOK,TS val 21182920 ecr 0,nop,wscale 7], length 0
19:59:30.257388 IP 10.0.0.5.37670 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2883578227, win 29200, options [mss 1460,sackOK,TS val 21182967 ecr 0,nop,wscale 7], length 0
19:59:30.437351 IP 10.0.0.5.37671 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3489124626, win 29200, options [mss 1460,sackOK,TS val 21183012 ecr 0,nop,wscale 7], length 0
19:59:30.623021 IP 10.0.0.5.37672 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4096258645, win 29200, options [mss 1460,sackOK,TS val 21183059 ecr 0,nop,wscale 7], length 0
19:59:30.801457 IP 10.0.0.5.37673 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2343334621, win 29200, options [mss 1460,sackOK,TS val 21183103 ecr 0,nop,wscale 7], length 0
19:59:30.986189 IP 10.0.0.5.37674 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 14069428, win 29200, options [mss 1460,sackOK,TS val 21183149 ecr 0,nop,wscale 7], length 0
19:59:31.180783 IP 10.0.0.5.37675 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2205560318, win 29200, options [mss 1460,sackOK,TS val 21183198 ecr 0,nop,wscale 7], length 0
19:59:31.364303 IP 10.0.0.5.37676 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1656387040, win 29200, options [mss 1460,sackOK,TS val 21183244 ecr 0,nop,wscale 7], length 0
19:59:31.550517 IP 10.0.0.5.37677 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1328477681, win 29200, options [mss 1460,sackOK,TS val 21183290 ecr 0,nop,wscale 7], length 0
19:59:31.734413 IP 10.0.0.5.37678 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 553744125, win 29200, options [mss 1460,sackOK,TS val 21183336 ecr 0,nop,wscale 7], length 0
19:59:31.920368 IP 10.0.0.5.37679 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3273104033, win 29200, options [mss 1460,sackOK,TS val 21183383 ecr 0,nop,wscale 7], length 0
19:59:32.105193 IP 10.0.0.5.37680 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2068608340, win 29200, options [mss 1460,sackOK,TS val 21183429 ecr 0,nop,wscale 7], length 0
19:59:32.283909 IP 10.0.0.5.37681 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4092094178, win 29200, options [mss 1460,sackOK,TS val 21183474 ecr 0,nop,wscale 7], length 0
19:59:32.470707 IP 10.0.0.5.37682 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3728107177, win 29200, options [mss 1460,sackOK,TS val 21183520 ecr 0,nop,wscale 7], length 0
19:59:32.695045 IP 10.0.0.5.37683 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2800128967, win 29200, options [mss 1460,sackOK,TS val 21183577 ecr 0,nop,wscale 7], length 0
19:59:32.873974 IP 10.0.0.5.37684 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3332514016, win 29200, options [mss 1460,sackOK,TS val 21183621 ecr 0,nop,wscale 7], length 0
19:59:33.095751 IP 10.0.0.5.37685 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 387818868, win 29200, options [mss 1460,sackOK,TS val 21183677 ecr 0,nop,wscale 7], length 0
19:59:33.279227 IP 10.0.0.5.37686 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2725458410, win 29200, options [mss 1460,sackOK,TS val 21183723 ecr 0,nop,wscale 7], length 0
19:59:33.477137 IP 10.0.0.5.37687 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2198843011, win 29200, options [mss 1460,sackOK,TS val 21183772 ecr 0,nop,wscale 7], length 0
19:59:33.662135 IP 10.0.0.5.37688 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3363711142, win 29200, options [mss 1460,sackOK,TS val 21183818 ecr 0,nop,wscale 7], length 0
19:59:33.840044 IP 10.0.0.5.37689 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1164146132, win 29200, options [mss 1460,sackOK,TS val 21183863 ecr 0,nop,wscale 7], length 0
19:59:34.024184 IP 10.0.0.5.37690 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 363803055, win 29200, options [mss 1460,sackOK,TS val 21183909 ecr 0,nop,wscale 7], length 0
19:59:34.206275 IP 10.0.0.5.37691 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2590157695, win 29200, options [mss 1460,sackOK,TS val 21183954 ecr 0,nop,wscale 7], length 0
19:59:34.410009 IP 10.0.0.5.37692 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4135389427, win 29200, options [mss 1460,sackOK,TS val 21184005 ecr 0,nop,wscale 7], length 0
19:59:34.589218 IP 10.0.0.5.37693 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2355508096, win 29200, options [mss 1460,sackOK,TS val 21184050 ecr 0,nop,wscale 7], length 0
19:59:34.770830 IP 10.0.0.5.37694 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3134554079, win 29200, options [mss 1460,sackOK,TS val 21184095 ecr 0,nop,wscale 7], length 0
19:59:34.957109 IP 10.0.0.5.37695 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1360790158, win 29200, options [mss 1460,sackOK,TS val 21184142 ecr 0,nop,wscale 7], length 0
19:59:35.137297 IP 10.0.0.5.37696 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 616515797, win 29200, options [mss 1460,sackOK,TS val 21184187 ecr 0,nop,wscale 7], length 0
19:59:35.320005 IP 10.0.0.5.37697 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 514754948, win 29200, options [mss 1460,sackOK,TS val 21184233 ecr 0,nop,wscale 7], length 0
19:59:35.496597 IP 10.0.0.5.37698 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4009104239, win 29200, options [mss 1460,sackOK,TS val 21184277 ecr 0,nop,wscale 7], length 0
19:59:35.681968 IP 10.0.0.5.37699 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1946593215, win 29200, options [mss 1460,sackOK,TS val 21184323 ecr 0,nop,wscale 7], length 0
19:59:35.877553 IP 10.0.0.5.37700 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1233290998, win 29200, options [mss 1460,sackOK,TS val 21184372 ecr 0,nop,wscale 7], length 0
19:59:36.063763 IP 10.0.0.5.37701 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3268127429, win 29200, options [mss 1460,sackOK,TS val 21184419 ecr 0,nop,wscale 7], length 0
19:59:36.247057 IP 10.0.0.5.37702 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2809727200, win 29200, options [mss 1460,sackOK,TS val 21184465 ecr 0,nop,wscale 7], length 0
19:59:36.425822 IP 10.0.0.5.37703 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2092972455, win 29200, options [mss 1460,sackOK,TS val 21184509 ecr 0,nop,wscale 7], length 0
19:59:36.605739 IP 10.0.0.5.37704 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2171965948, win 29200, options [mss 1460,sackOK,TS val 21184554 ecr 0,nop,wscale 7], length 0
19:59:36.790879 IP 10.0.0.5.37705 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 241114040, win 29200, options [mss 1460,sackOK,TS val 21184600 ecr 0,nop,wscale 7], length 0
19:59:36.979281 IP 10.0.0.5.37706 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4079578609, win 29200, options [mss 1460,sackOK,TS val 21184648 ecr 0,nop,wscale 7], length 0
19:59:37.159264 IP 10.0.0.5.37707 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 344074650, win 29200, options [mss 1460,sackOK,TS val 21184693 ecr 0,nop,wscale 7], length 0
19:59:37.340573 IP 10.0.0.5.37708 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2225353737, win 29200, options [mss 1460,sackOK,TS val 21184738 ecr 0,nop,wscale 7], length 0
19:59:37.538959 IP 10.0.0.5.37710 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 433628286, win 29200, options [mss 1460,sackOK,TS val 21184788 ecr 0,nop,wscale 7], length 0
19:59:37.726683 IP 10.0.0.5.37711 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 163782845, win 29200, options [mss 1460,sackOK,TS val 21184834 ecr 0,nop,wscale 7], length 0
19:59:37.907052 IP 10.0.0.5.37712 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 967655249, win 29200, options [mss 1460,sackOK,TS val 21184880 ecr 0,nop,wscale 7], length 0
19:59:38.118613 IP 10.0.0.5.37713 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2210542942, win 29200, options [mss 1460,sackOK,TS val 21184932 ecr 0,nop,wscale 7], length 0
19:59:38.370134 IP 10.0.0.5.37714 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3556137155, win 29200, options [mss 1460,sackOK,TS val 21184995 ecr 0,nop,wscale 7], length 0
19:59:38.586096 IP 10.0.0.5.37716 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2673949302, win 29200, options [mss 1460,sackOK,TS val 21185049 ecr 0,nop,wscale 7], length 0
19:59:38.789222 IP 10.0.0.5.37717 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 81689838, win 29200, options [mss 1460,sackOK,TS val 21185100 ecr 0,nop,wscale 7], length 0
19:59:38.996204 IP 10.0.0.5.37719 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3464361945, win 29200, options [mss 1460,sackOK,TS val 21185152 ecr 0,nop,wscale 7], length 0
19:59:39.214001 IP 10.0.0.5.37721 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3998538346, win 29200, options [mss 1460,sackOK,TS val 21185206 ecr 0,nop,wscale 7], length 0
19:59:39.495179 IP 10.0.0.5.37723 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1972670801, win 29200, options [mss 1460,sackOK,TS val 21185277 ecr 0,nop,wscale 7], length 0
19:59:39.708215 IP 10.0.0.5.37724 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1074061740, win 29200, options [mss 1460,sackOK,TS val 21185330 ecr 0,nop,wscale 7], length 0
19:59:39.936295 IP 10.0.0.5.37725 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 24592685, win 29200, options [mss 1460,sackOK,TS val 21185387 ecr 0,nop,wscale 7], length 0
19:59:40.158280 IP 10.0.0.5.37726 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3417569768, win 29200, options [mss 1460,sackOK,TS val 21185442 ecr 0,nop,wscale 7], length 0
19:59:40.477679 IP 10.0.0.5.51891 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 687633977, win 29200, options [mss 1460,sackOK,TS val 21185522 ecr 0,nop,wscale 7], length 0
19:59:40.490717 IP 10.0.0.5.51892 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 266519959, win 29200, options [mss 1460,sackOK,TS val 21185525 ecr 0,nop,wscale 7], length 0
19:59:40.496483 IP 10.0.0.5.37730 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 826510878, win 29200, options [mss 1460,sackOK,TS val 21185527 ecr 0,nop,wscale 7], length 0
19:59:40.504032 IP 10.0.0.5.51894 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1679741929, win 29200, options [mss 1460,sackOK,TS val 21185529 ecr 0,nop,wscale 7], length 0
19:59:40.706245 IP 10.0.0.5.37732 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1900356278, win 29200, options [mss 1460,sackOK,TS val 21185579 ecr 0,nop,wscale 7], length 0
19:59:40.933086 IP 10.0.0.5.37733 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1324479436, win 29200, options [mss 1460,sackOK,TS val 21185636 ecr 0,nop,wscale 7], length 0
19:59:41.180001 IP 10.0.0.5.37734 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1105409579, win 29200, options [mss 1460,sackOK,TS val 21185698 ecr 0,nop,wscale 7], length 0
19:59:41.380245 IP 10.0.0.5.37735 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1575084740, win 29200, options [mss 1460,sackOK,TS val 21185748 ecr 0,nop,wscale 7], length 0
19:59:41.589522 IP 10.0.0.5.37737 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 792250559, win 29200, options [mss 1460,sackOK,TS val 21185800 ecr 0,nop,wscale 7], length 0
19:59:41.817812 IP 10.0.0.5.37738 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3818047468, win 29200, options [mss 1460,sackOK,TS val 21185857 ecr 0,nop,wscale 7], length 0
19:59:42.018291 IP 10.0.0.5.37739 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 174331429, win 29200, options [mss 1460,sackOK,TS val 21185907 ecr 0,nop,wscale 7], length 0
19:59:42.353647 IP 10.0.0.5.37740 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2342864968, win 29200, options [mss 1460,sackOK,TS val 21185991 ecr 0,nop,wscale 7], length 0
19:59:42.580998 IP 10.0.0.5.37741 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1388195456, win 29200, options [mss 1460,sackOK,TS val 21186048 ecr 0,nop,wscale 7], length 0
19:59:42.807650 IP 10.0.0.5.37742 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2584260491, win 29200, options [mss 1460,sackOK,TS val 21186105 ecr 0,nop,wscale 7], length 0
19:59:43.042208 IP 10.0.0.5.37743 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1301559043, win 29200, options [mss 1460,sackOK,TS val 21186163 ecr 0,nop,wscale 7], length 0
19:59:43.301460 IP 10.0.0.5.37744 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4251818021, win 29200, options [mss 1460,sackOK,TS val 21186228 ecr 0,nop,wscale 7], length 0
19:59:43.550479 IP 10.0.0.5.37745 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3353208494, win 29200, options [mss 1460,sackOK,TS val 21186290 ecr 0,nop,wscale 7], length 0
19:59:43.779601 IP 10.0.0.5.37746 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4199277998, win 29200, options [mss 1460,sackOK,TS val 21186348 ecr 0,nop,wscale 7], length 0
19:59:43.981789 IP 10.0.0.5.37747 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 871057332, win 29200, options [mss 1460,sackOK,TS val 21186398 ecr 0,nop,wscale 7], length 0
19:59:44.199621 IP 10.0.0.5.37748 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1766418134, win 29200, options [mss 1460,sackOK,TS val 21186453 ecr 0,nop,wscale 7], length 0
19:59:44.416643 IP 10.0.0.5.37749 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 784281123, win 29200, options [mss 1460,sackOK,TS val 21186507 ecr 0,nop,wscale 7], length 0
19:59:44.658303 IP 10.0.0.5.37750 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3997955077, win 29200, options [mss 1460,sackOK,TS val 21186567 ecr 0,nop,wscale 7], length 0
19:59:44.864441 IP 10.0.0.5.37751 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1870190362, win 29200, options [mss 1460,sackOK,TS val 21186619 ecr 0,nop,wscale 7], length 0
19:59:45.102431 IP 10.0.0.5.37752 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 861233569, win 29200, options [mss 1460,sackOK,TS val 21186678 ecr 0,nop,wscale 7], length 0
19:59:45.340255 IP 10.0.0.5.37753 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1898350555, win 29200, options [mss 1460,sackOK,TS val 21186738 ecr 0,nop,wscale 7], length 0
19:59:45.591777 IP 10.0.0.5.37754 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2376410149, win 29200, options [mss 1460,sackOK,TS val 21186801 ecr 0,nop,wscale 7], length 0
19:59:45.820759 IP 10.0.0.5.37755 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2943698551, win 29200, options [mss 1460,sackOK,TS val 21186858 ecr 0,nop,wscale 7], length 0
19:59:46.040422 IP 10.0.0.5.37756 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 599208320, win 29200, options [mss 1460,sackOK,TS val 21186913 ecr 0,nop,wscale 7], length 0
19:59:46.283142 IP 10.0.0.5.37757 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4145202067, win 29200, options [mss 1460,sackOK,TS val 21186974 ecr 0,nop,wscale 7], length 0
19:59:46.518783 IP 10.0.0.5.37758 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1875898674, win 29200, options [mss 1460,sackOK,TS val 21187032 ecr 0,nop,wscale 7], length 0
19:59:46.755992 IP 10.0.0.5.37759 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3761728929, win 29200, options [mss 1460,sackOK,TS val 21187092 ecr 0,nop,wscale 7], length 0
19:59:46.980473 IP 10.0.0.5.37760 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1510861078, win 29200, options [mss 1460,sackOK,TS val 21187148 ecr 0,nop,wscale 7], length 0
19:59:47.188174 IP 10.0.0.5.37761 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4074730281, win 29200, options [mss 1460,sackOK,TS val 21187200 ecr 0,nop,wscale 7], length 0
19:59:47.403829 IP 10.0.0.5.37762 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2783316739, win 29200, options [mss 1460,sackOK,TS val 21187254 ecr 0,nop,wscale 7], length 0
19:59:47.620711 IP 10.0.0.5.37763 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2748993242, win 29200, options [mss 1460,sackOK,TS val 21187308 ecr 0,nop,wscale 7], length 0
19:59:47.824062 IP 10.0.0.5.37764 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2990741962, win 29200, options [mss 1460,sackOK,TS val 21187359 ecr 0,nop,wscale 7], length 0
19:59:48.038194 IP 10.0.0.5.37765 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3236374493, win 29200, options [mss 1460,sackOK,TS val 21187412 ecr 0,nop,wscale 7], length 0
19:59:48.267569 IP 10.0.0.5.37766 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2888028195, win 29200, options [mss 1460,sackOK,TS val 21187470 ecr 0,nop,wscale 7], length 0
19:59:48.471953 IP 10.0.0.5.37767 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1976780893, win 29200, options [mss 1460,sackOK,TS val 21187521 ecr 0,nop,wscale 7], length 0
19:59:48.679153 IP 10.0.0.5.37768 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 646403736, win 29200, options [mss 1460,sackOK,TS val 21187573 ecr 0,nop,wscale 7], length 0
19:59:48.926689 IP 10.0.0.5.37769 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1099048355, win 29200, options [mss 1460,sackOK,TS val 21187634 ecr 0,nop,wscale 7], length 0
19:59:49.146350 IP 10.0.0.5.37770 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 749972802, win 29200, options [mss 1460,sackOK,TS val 21187689 ecr 0,nop,wscale 7], length 0
19:59:49.366199 IP 10.0.0.5.37771 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 18106886, win 29200, options [mss 1460,sackOK,TS val 21187744 ecr 0,nop,wscale 7], length 0
19:59:49.596623 IP 10.0.0.5.37772 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2386951692, win 29200, options [mss 1460,sackOK,TS val 21187802 ecr 0,nop,wscale 7], length 0
19:59:49.817027 IP 10.0.0.5.37773 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 265685272, win 29200, options [mss 1460,sackOK,TS val 21187857 ecr 0,nop,wscale 7], length 0
19:59:50.018033 IP 10.0.0.5.37774 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2476398351, win 29200, options [mss 1460,sackOK,TS val 21187907 ecr 0,nop,wscale 7], length 0
19:59:50.229175 IP 10.0.0.5.37775 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4029302182, win 29200, options [mss 1460,sackOK,TS val 21187960 ecr 0,nop,wscale 7], length 0
19:59:50.444197 IP 10.0.0.5.37776 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1116178346, win 29200, options [mss 1460,sackOK,TS val 21188014 ecr 0,nop,wscale 7], length 0
19:59:50.648621 IP 10.0.0.5.37777 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 437702997, win 29200, options [mss 1460,sackOK,TS val 21188065 ecr 0,nop,wscale 7], length 0
19:59:50.847991 IP 10.0.0.5.37778 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1949933286, win 29200, options [mss 1460,sackOK,TS val 21188115 ecr 0,nop,wscale 7], length 0
19:59:51.265250 IP 10.0.0.5.37779 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2529823520, win 29200, options [mss 1460,sackOK,TS val 21188219 ecr 0,nop,wscale 7], length 0
19:59:51.537149 IP 10.0.0.5.37780 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 227536998, win 29200, options [mss 1460,sackOK,TS val 21188287 ecr 0,nop,wscale 7], length 0
